716, 3
717, 1
718, 1
720, 2
721, 2
722, 2
723, 2
724, 2
725, 1
726, 1
727, 1
728, 3
730, 3
732, 2
733, 2
736, 2
739, 1
740, 1
742, 2
744, 2
747, 1
751, 1
752, 2
753, 2
754, 2
755, 1
756, 1
757, 1
758, 1
759, 1
760, 1
763, 1
764, 2
765, 1
766, 1
768, 4
769, 2
770, 2
771, 1
773, 1
774, 2
776, 1
778, 3
779, 1
780, 2
782, 1
783, 1
785, 1
786, 1
787, 1
789, 1
790, 2
791, 2
792, 1
795, 2
798, 1
799, 4
800, 1
802, 1
803, 1
804, 1
805, 1
807, 1
808, 1
810, 1
811, 1
812, 2
814, 3
815, 3
816, 1
817, 2
819, 3
820, 1
821, 1
822, 1
823, 1
826, 1
827, 2
828, 1
829, 1
830, 1
835, 2
836, 1
837, 2
840, 1
841, 1
843, 2
844, 1
848, 1
849, 1
851, 1
853, 1
856, 2
860, 1
863, 1
864, 2
866, 2
877, 1
879, 1
885, 2
887, 2
892, 1
894, 1
897, 1
902, 2
904, 2
905, 1
907, 2
910, 1
912, 2
917, 2
927, 2
929, 1
930, 1
931, 1
939, 1
947, 1
948, 1
949, 2
950, 1
952, 1
955, 1
968, 1
977, 1
980, 1
983, 1
984, 1
986, 1
990, 1
991, 1
998, 2
1009, 1
1028, 2
1032, 1
1052, 1
1056, 1
1062, 1
1074, 1
1090, 2
1124, 1
1135, 1
1149, 2
1164, 1
1200, 1
1213, 1
1262, 1
1266, 1
