1, 7463
2, 8196
3, 7162
4, 5013
5, 3587
6, 2854
7, 2248
8, 1774
9, 1544
10, 1326
11, 1023
12, 910
13, 808
14, 694
15, 520
16, 487
17, 450
18, 400
19, 391
20, 383
21, 294
22, 243
23, 200
24, 269
25, 211
26, 175
27, 183
28, 166
29, 127
30, 147
31, 150
32, 169
33, 165
34, 114
35, 135
36, 96
37, 128
38, 112
39, 133
40, 128
41, 163
42, 147
43, 106
44, 121
45, 137
46, 116
47, 105
48, 110
49, 104
50, 117
51, 114
52, 101
53, 89
54, 87
55, 76
56, 105
57, 100
58, 82
59, 106
60, 84
61, 73
62, 47
63, 53
64, 44
65, 61
66, 63
67, 58
68, 41
69, 33
70, 32
71, 40
72, 46
73, 85
74, 93
75, 48
76, 41
77, 51
78, 62
79, 51
80, 69
81, 61
82, 42
83, 57
84, 49
85, 53
86, 58
87, 56
88, 42
89, 43
90, 42
91, 40
92, 27
93, 36
94, 30
95, 18
96, 40
97, 27
98, 33
99, 28
100, 28
101, 37
102, 18
103, 19
104, 17
105, 23
106, 13
107, 40
108, 27
109, 45
110, 45
111, 41
112, 56
113, 59
114, 53
115, 53
116, 51
117, 43
118, 45
119, 28
120, 58
121, 49
122, 52
123, 34
124, 35
125, 31
126, 22
127, 25
128, 21
129, 14
130, 14
131, 18
132, 17
133, 31
134, 18
135, 24
136, 39
137, 42
138, 44
139, 30
140, 33
141, 27
142, 17
143, 17
144, 16
145, 18
146, 25
147, 24
148, 27
149, 21
150, 16
151, 18
152, 35
153, 47
154, 44
155, 46
156, 53
157, 47
158, 52
159, 54
160, 37
161, 32
162, 18
163, 31
164, 34
165, 35
166, 31
167, 30
168, 32
169, 47
170, 28
171, 37
172, 21
173, 29
174, 24
175, 41
176, 28
177, 33
178, 32
179, 24
180, 24
181, 22
182, 33
183, 38
184, 24
185, 25
186, 17
187, 16
188, 35
189, 20
190, 28
191, 62
192, 43
193, 34
194, 37
195, 33
196, 19
197, 25
198, 19
199, 26
200, 14
201, 23
202, 18
203, 18
204, 12
205, 13
206, 13
207, 11
208, 8
209, 13
210, 14
211, 11
212, 12
213, 10
214, 8
215, 9
216, 7
217, 7
218, 11
219, 13
220, 6
221, 6
222, 13
223, 13
224, 14
225, 4
226, 13
227, 6
228, 12
229, 6
230, 22
231, 9
232, 12
233, 10
234, 14
235, 13
236, 12
237, 13
238, 11
239, 12
240, 11
241, 6
242, 7
243, 4
244, 10
245, 29
246, 25
247, 17
248, 17
249, 19
250, 9
251, 10
252, 16
253, 9
254, 7
255, 19
256, 29
257, 25
258, 8
259, 18
260, 18
261, 8
262, 8
263, 10
264, 11
265, 8
266, 6
267, 17
268, 10
269, 10
270, 9
271, 2
272, 5
273, 8
274, 4
275, 9
276, 6
277, 13
278, 18
279, 17
280, 16
281, 7
282, 10
283, 11
284, 11
285, 15
286, 19
287, 17
288, 12
289, 23
290, 22
291, 23
292, 21
293, 14
294, 15
295, 16
296, 13
297, 4
298, 13
299, 8
300, 10
301, 16
302, 13
303, 9
304, 13
305, 16
306, 20
307, 18
308, 12
309, 11
310, 11
311, 8
312, 8
313, 9
314, 10
315, 11
316, 12
317, 13
318, 10
319, 6
320, 9
321, 8
322, 8
323, 9
324, 9
325, 7
326, 7
327, 6
328, 9
329, 5
330, 16
331, 10
332, 9
333, 9
334, 5
335, 6
336, 2
337, 7
338, 7
339, 3
340, 5
341, 11
342, 5
343, 7
344, 9
345, 7
346, 9
347, 6
348, 6
349, 6
350, 4
351, 7
352, 11
353, 6
354, 3
355, 9
356, 2
357, 7
358, 5
359, 8
360, 13
361, 9
362, 9
363, 7
364, 8
365, 21
366, 33
367, 23
368, 17
369, 22
370, 14
371, 16
372, 9
373, 9
374, 10
375, 5
376, 11
377, 6
378, 4
379, 11
380, 14
381, 9
382, 2
383, 6
384, 7
385, 2
386, 7
387, 9
388, 6
389, 9
390, 9
391, 4
392, 9
393, 6
394, 4
395, 8
396, 8
397, 5
398, 15
399, 8
400, 9
401, 8
402, 8
403, 9
404, 3
405, 7
406, 6
407, 4
408, 5
409, 4
410, 10
411, 3
412, 6
413, 5
414, 7
415, 21
416, 15
417, 11
418, 11
419, 12
420, 10
421, 12
422, 6
423, 2
424, 17
425, 36
426, 24
427, 25
428, 13
429, 25
430, 18
431, 21
432, 17
433, 17
434, 12
435, 11
436, 13
437, 9
438, 11
439, 11
440, 10
441, 15
442, 10
443, 9
444, 9
445, 10
446, 5
447, 2
448, 12
449, 12
450, 6
451, 9
452, 14
453, 5
454, 7
455, 10
456, 5
457, 7
458, 9
459, 3
460, 7
461, 5
462, 10
463, 7
464, 5
465, 5
466, 9
467, 3
468, 1
469, 6
470, 6
471, 5
472, 8
473, 9
474, 13
475, 8
476, 9
477, 6
478, 7
479, 10
480, 6
481, 6
482, 2
483, 3
484, 5
485, 3
486, 1
487, 9
488, 5
489, 3
490, 2
491, 5
492, 5
493, 9
494, 6
495, 4
496, 2
497, 3
498, 9
499, 11
500, 8
501, 3
502, 3
503, 10
504, 3
505, 9
506, 7
507, 4
508, 3
509, 3
510, 3
511, 4
512, 6
513, 6
514, 6
515, 6
516, 6
517, 2
518, 8
519, 5
520, 3
521, 7
522, 4
523, 4
524, 5
525, 2
526, 7
527, 1
528, 5
529, 5
530, 6
531, 4
532, 5
533, 4
534, 10
535, 3
536, 7
537, 4
538, 5
539, 12
540, 4
541, 4
542, 7
543, 4
544, 5
546, 2
547, 4
548, 4
549, 4
550, 3
551, 4
552, 1
553, 1
554, 4
555, 1
556, 5
557, 2
558, 6
559, 4
560, 7
561, 3
562, 4
563, 6
564, 3
565, 1
567, 8
568, 7
569, 7
570, 8
571, 9
572, 5
573, 6
574, 2
575, 4
576, 5
577, 6
578, 5
579, 7
580, 8
581, 8
582, 2
583, 4
584, 3
585, 11
586, 7
587, 4
588, 3
590, 5
591, 3
592, 4
593, 5
594, 2
595, 4
596, 4
597, 8
598, 6
599, 3
600, 3
601, 3
602, 1
603, 2
604, 5
605, 4
606, 6
607, 4
608, 5
609, 6
610, 6
611, 1
612, 4
613, 3
614, 1
615, 2
616, 4
617, 4
618, 4
619, 1
620, 1
621, 6
622, 5
623, 2
624, 6
625, 5
626, 2
627, 4
628, 2
629, 1
630, 4
631, 2
632, 2
634, 1
635, 2
636, 2
637, 1
638, 1
639, 2
640, 1
641, 1
642, 4
643, 7
644, 1
645, 4
646, 2
647, 3
648, 2
649, 4
650, 3
651, 6
652, 3
653, 4
654, 1
655, 3
656, 1
657, 1
658, 3
659, 4
660, 3
661, 3
662, 4
663, 1
664, 4
665, 1
668, 1
669, 3
671, 2
672, 2
674, 2
675, 4
676, 1
677, 2
678, 3
679, 2
680, 1
682, 2
683, 2
686, 3
687, 6
688, 1
690, 3
691, 2
692, 4
693, 1
695, 2
696, 3
697, 3
698, 3
699, 1
700, 3
702, 2
703, 2
704, 1
705, 6
707, 2
708, 1
709, 1
710, 1
711, 2
712, 1
713, 4
714, 1
